# 二简词
be	表示
wsoia	嗗
wsoiaa	嗗
wsoii	嗏
wsoiii	嗏
wsoivo	蹅
wsoo	嚓
wsooa	穵
wsooaa	穵
wsooi	嗢
wsooii	嗢
wsooo	㤞
wsoooa	咜 啘 嚓
wsoooo	㤞
wsoou	窊
wsooua	察
wsoouu	窊
wsou	𥻗
wsoui	唲
wsouiv	唲
wsouvi	差
wsouvo	𥻗
wsov	哇
wsova	咓
wsovaa	咓
wsovo	喳
wsovoi	喳
wsovov	哇
wsu	刹
wsua	馇
wsuao	詧
wsuaov	詧
wsuav	猹
wsuavo	馇 猹
wsui	屲
wsuiai	屲
wsuo	岔
wsuoi	腽
wsuoia	岔
wsuoii	剎 刹 腽
wsuu	艖
wsuuou	艖
wsuuv	徍
wsuuvo	徍
wsuv	臿
wsuvui	臿
wsuvv	𦉆
wsuvvo	𦉆
wsv	查
wsva	瓦
wsvaa	邷
wsvaai	邷
wsvaao	瓦
wsvao	杈
wsvaoo	杈
wsvi	査
wsvia	靫
wsviao	靫
wsviav	査
wsvii	韈
wsviii	韈
wsvo	檫
wsvoa	劸
wsvoau	劸
wsvoiv	查
wsvoo	垞
wsvooa	檫
wsvooo	垞
wsvou	槎
wsvouu	坬
wsvouv	槎
wsvu	碴
wsvuvo	碴
wsvv	楂
wsvvoi	楂
wt	穿
wta	巛
wtaa	剶
wtaaaa	巛
wtaaii	剶
wtai	𰁒
wtaiai	𰁒
wtau	汌
wtauii	汌
wti	传
wtia	串
wtiai	圌
wtiaia	圌
wtiao	遄
wtiaoa	遄
wtiau	歂
wtiaua	歂
wtiavi	串
wtio	钏
wtioui	钏
wtiu	僢
wtiuoo	僢
wtivva	传
wto	喘
wtoi	踳
wtoiai	喘
wtoiv	暷
wtoivv	踳 暷
wtoova	穿
wtu	船
wtua	舛
wtuava	舛
wtui	川
wtuiii	川
wtuu	舡
wtuuu	舩
wtuuua	船
wtuuuo	舩
wtuuvi	舡
wtuv	氚
wtuvi	篅
wtuvia	篅
wtuvui	氚
wtv	椽
wtvaav	椽
wtvi	椯
wtviai	椯
wtvo	堾
wtvovv	堾
wtvu	㱛
wtvuvu	㱛
wtvv	𰀁
wtvvii	𰀁
wtvvu	玔
wtvvui	玔
ww	为
wwa	维
wwaa	纬
wwaaa	潍
wwaaav	潍
wwaaio	维
wwaav	浘
wwaavu	浘
wwaavv	纬
wwai	卫
wwaia	渭
wwaiai	溦 𰛦
wwaiav	涠 渨 𬉋 渭
wwaii	隈
wwaiia	隈
wwaiu	隗
wwaiui	隗
wwaiv	隇
wwaivu	隇
wwaivv	卫
wwao	沩
wwaou	溈
wwaoua	沩 溈
wwau	娓
wwaua	洈
wwauav	娓 洈
wwaui	媦
wwauia	溾 媦
wwauo	妫
wwauou	妫
wwauv	𫰍
wwauvu	媙
wwauvv	𫰍
wwav	尾
wwava	叞
wwavao	叞
wwavi	螱
wwavia	螱
wwavo	慰
wwavoa	慰
wwavov	褽
wwavu	洧
wwavuu	洧
wwavuv	尾
wwavv	尉
wwavva	𣲗
wwavvi	屗 尉
wwi	位
wwia	围
wwiaa	罻
wwiaav	罻
wwiai	帷
wwiaia	蝟 嵔
wwiaio	蜼 帷
wwiao	遗
wwiaoa	遗
wwiau	胃
wwiaua	峗 骫 峞
wwiaui	嵬
wwiauu	嶶 胃
wwiauv	巍 崣
wwiav	畏
wwiava	畏
wwiavu	崴 蝛
wwiavv	囗 帏 围
wwii	萎
wwiia	偎
wwiiav	蔚 偎
wwiii	𫢭
wwiiio	𫢭
wwiio	𫇭
wwiiou	蒍 𫇭
wwiiu	薇
wwiiuu	薇
wwiiuv	萎
wwiiv	苇
wwiivo	薳
wwiivu	葳
wwiivv	苇
wwio	伪
wwiou	偽
wwioua	伪 偽
wwiov	𬭬
wwiovo	位
wwiovv	𬭬
wwiu	㧑
wwiua	捤
wwiuai	撱
wwiuav	捤
wwiui	揋
wwiuia	揋
wwiuo	倄
wwiuou	㧑
wwiuov	倄
wwiuv	揻
wwiuvu	㨊 揻
wwiv	伟
wwivva	伟
wwo	味
wwoa	谓
wwoaia	谓
wwoau	诿
wwoauv	诿
wwoi	唯
wwoia	喂
wwoiav	喂
wwoio	𫩳
wwoiou	𫩳
wwoiov	唯
wwoiv	闱
wwoivv	韪 𬀩 闱
wwoo	惟
wwooi	愄
wwooia	愄
wwooio	惟
wwooiv	𢙓
wwooo	𰌷
wwooou	𰌷
wwoou	恑
wwooua	恑
wwoov	𫹴
wwoovv	怽 𫹴
wwou	煨
wwoua	為
wwouaa	為
wwouai	爳
wwouao	为
wwoui	煟
wwouia	煨 煟
wwouu	𬊺
wwouuo	𬊺
wwouv	炜
wwouvi	唩
wwouvo	烓
wwouvv	炜
wwov	痿
wwovu	亹
wwovui	廆 斖 亹
wwovuv	喴 痿
wwovv	痏
wwovva	𮰔
wwovvi	味
wwovvu	痏
wwu	委
wwua	危
wwuaa	鳚
wwuaaa	危
wwuaav	鳚
wwuai	猥
wwuaia	猬 鳂 𫗭 猥
wwuau	𬶏
wwuaua	𬶏
wwuauv	𫗪
wwuav	鲔
wwuavu	𬱟 厃 鲔
wwuo	𤔡
wwuoou	𤔡
wwuu	微
wwuua	艉
wwuuai	衞
wwuuav	艉
wwuui	㣲
wwuuia	𢕄 微 㣲
wwuuo	𬣀
wwuuov	𬣀
wwuuu	㣦
wwuuuv	㣦
wwuuv	徫
wwuuvv	徫
wwuv	魏
wwuvau	委
wwuvo	逶
wwuvoa	逶
wwuvui	魏
wwv	未
wwva	梶
wwvao	𰹲
wwvaoo	𰹲
wwvav	𫐕
wwvavu	梶
wwvavv	𫐕
wwvi	椳
wwvia	𨊥
wwviai	欈 𨊥
wwviav	椳
wwvo	圩
wwvoa	霨
wwvoav	墛 霨
wwvoi	𭏸
wwvoia	𭏸
wwvou	霺
wwvouu	霺
wwvovv	圩
wwvu	威
wwvua	桅
wwvuau	威
wwvuav	桅
wwvui	硙
wwvuia	碨 硙
wwvuu	硊
wwvuua	硊
wwvv	违
wwvva	韦
wwvvai	韦
wwvvi	琟
wwvvio	琟
wwvviu	𮧵 未
wwvvo	熭
wwvvoa	违
wwvvou	熭
wwvvu	楲
wwvvuv	楲
wwvvv	玮
wwvvva	㭏
wwvvvv	玮
wx	床
wxa	牀
wxaivv	牀
wxau	刅
wxauoo	刅
wxi	创
wxia	幢
wxiaii	创
wxiaov	幢
wxiu	𪭢
wxiuii	𪭢
wxiv	傸
wxivuo	傸
wxo	窗
wxoi	闯
wxoiaa	闯
wxoo	怆
wxooa	窓
wxooao	窓
wxooia	怆
wxooo	𥦗
wxoooo	𥦗
wxoou	窻
wxooui	窗 窻
wxoov	噇
wxoovo	噇
wxou	剏
wxoua	剙
wxouau	剏 剙
wxov	疮
wxovi	𰃷
wxovia	疮 𰃷
wxovvv	床
wxu	牕
wxui	牎
wxuiua	牎
wxuiui	牕
wxv	刱
wxvvau	刱
wy	冲
wya	涌
wyaa	𱺕
wyaaoi	涌
wyaavu	𱺕
wyai	漴
wyaia	沖
wyaiai	漴
wyaiav	沖
wyaiu	隀
wyaiuv	隀
wyao	翀
wyaoia	翀
wyaoo	浺
wyaooi	浺
wyaov	㳘
wyaova	㳘
wyi	虫
wyia	崇
wyiao	罿
wyiaoo	崇
wyiaov	𥅻 罿
wyiavi	虫
wyii	茺
wyiiov	茺
wyio	铳
wyioov	铳
wyiu	摏
wyiuu	揰
wyiuuv	揰
wyiuv	偅
wyiuvi	偅
wyiuvv	摏
wyo	充
wyoo	宠
wyooi	忡
wyooia	𢘷 崈 忡
wyooo	憧
wyooov	憧
wyoov	嘃
wyoovu	宠 嘃
wyou	喠
wyoui	𣇃
wyouio	𣇃
wyouvi	喠
wyov	痋
wyovia	冲 痋
wyovua	充
wyu	重
wyui	䖝
wyuiav	䖝
wyuu	艟
wyuui	𢖄
wyuuia	𢖄
wyuuo	徸
wyuuov	艟 徸
wyuv	种
wyuvia	重 种
wyv	舂
wyvo	埫
wyvoio	埫
wyvv	珫
wyvvi	㫪
wyvvio	㫪
wyvvo	憃
wyvvoa	憃
wyvvov	珫
wyvvui	舂
wz	超
wza	潮
wzaa	巢
wzaaa	勦
wzaaaa	漅
wzaaau	𠞰 勦
wzaai	绰
wzaaia	巢
wzaaii	剿
wzaaiv	绰
wzau	欩
wzauoo	潮
wzauua	欩
wzav	弨
wzavau	弨
wzi	抄
wzia	巐
wziaov	巐
wzii	仯
wziiu	仦
wziiuo	仯 仦
wzio	钞
wzioiu	钞
wziu	摷
wziuaa	摷
wziuiu	抄
wzo	炒
wzoi	吵
wzoio	鼌
wzoioi	鼌
wzoiu	晁
wzoiui	𠳕
wzoiuo	吵 晁
wzoo	怊
wzooau	怊
wzooi	巣
wzooia	巣
wzooii	劋
wzou	嘲
wzoui	焯
wzouiu	炒
wzouiv	焯
wzouoo	嘲
wzouu	𬊂
wzouua	𬊂
wzu	朝
wzuouu	朝
wzv	耖
wzva	樔
wzvaaa	樔
wzvi	㷅
wzvio	焣
wzvioo	焣
wzviou	㷅
wzvoau	超
wzvv	𪎊
wzvviu	耖 𪎊
wzvvo	𱋢
wzvvou	𱋢
x	而
xb	新
xba	妡
xbai	孞
xbaia	阠
xbaiav	阠
xbaioa	孞
xbau	姰
xbauo	㛙
xbauov	㛙
xbauua	姰
xbauuu	妡
xbi	信
xbii	薪
xbiio	芯
xbiioa	芯
xbiiov	莘 薪
xbio	锌
xbioa	伈
xbioao	𨥖 伈
xbioi	鑫
xbioio	鑫
xbioo	𲇴
xbiooa	𲇴
xbioov	锌
xbiov	镡
xbiovi	镡
xbiovu	伩
xbiovv	信
xbiu	俽
xbiuuv	俽
xbo	心
xboa	䜣
xboaoo	心
xboauu	䜣
xboi	昕
xboiuu	昕
xboo	忻
xbooa	𢗀
xbooao	𢗀
xboou	惞
xboouu	忻 惞
xboov	噺
xboovo	㖕 噺
xbou	炘
xbouu	焮
xbouuu	炘 焮
xbov	辛
xbova	嬜
xbovau	嬜
xbovi	𫷷
xbovio	𫷷
xbovu	歆
xbovua	歆
xbovuo	辛
xbovuu	庍 新
xbu	欣
xbui	衅
xbuii	舋
xbuiia	舋
xbuiou	衅
xbuiu	囟
xbuiuo	囟
xbuiv	𱂶
xbuivu	𱂶
xbuuua	欣
xbuv	馫
xbuvuv	馫
xbv	馨
xbvi	枔
xbvioa	枔
xbvo	杺
xbvoao	杺
xbvouv	馨
xc	小
xca	消
xcaa	骁
xcaaa	𰬪
xcaaao	𰬪
xcaai	绡
xcaaio	绡
xcaava	骁
xcai	潇
xcaiia	潇
xcaiou	消
xcao	洨
xcaov	滧
xcaovu	洨 滧
xcau	淆
xcaui	婋
xcauiv	婋
xcauo	姣
xcauov	涍 淆 姣
xcav	𰙑
xcava	彇
xcavav	彇
xcavua	𰙑
xci	销
xcia	崤
xciai	蛸
xciaii	蟏
xciaio	蛸
xciauo	崤
xcii	萧
xciiav	萧
xciiu	翛
xciiua	翛
xcio	肖
xcioi	削
xcioii	削
xcioio	销
xcioiu	揱
xcioo	逍
xciooa	逍
xciouu	肖
xciov	傚
xciovu	俲 傚
xciu	𪮋
xciuav	𪮋
xciui	𫾃
xciuii	𫾃
xciuio	撨
xciuo	侾
xciuoo	小
xciuov	侾
xciv	烋
xcivoo	烋
xco	效
xcoa	啸
xcoao	嘐
xcoaov	𰵦 嘐
xcoau	𫍲
xcoaui	𫍲
xcoav	嘨
xcoavv	啸 嘨
xcoi	晓
xcoiu	暁
xcoiuo	暁
xcoiva	晓
xcoo	宵
xcooi	𢽾
xcooio	宵
xcooiv	𢽾
xcooo	恔
xcooov	恔
xcoou	咲
xcoouo	宯
xcoouv	敩 咲
xcoov	嚣
xcoova	呺 𢙒
xcoovo	嗃
xcoovu	𬱞 嚻 嚣
xcou	哮
xcoua	灱
xcouau	灱
xcouav	熽
xcoui	灲
xcouii	灲
xcouio	焇
xcouo	啋
xcouoo	啋
xcouov	嘋 哮
xcov	哓
xcova	効
xcovau	哓 効
xcovu	鸮
xcovua	歊 鸮
xcovuo	庨
xcovuv	效
xcu	笑
xcua	枭
xcuai	虓
xcuaiv	猇 虓
xcuau	𰡊
xcuauv	𰡊
xcuavv	枭
xcui	魈
xcuiio	魈
xcuiu	皛
xcuiui	皛
xcuo	孝
xcuoai	孝
xcuou	殽
xcuoua	殽
xcuv	箫
xcuvav	箫
xcuvi	筱
xcuvii	篠 筱
xcuvu	筿
xcuvua	筿
xcuvuv	笑
xcv	校
xcva	𰗹
xcvavv	𰗹
xcvi	𰘩
xcviia	𰘩
xcvo	霄
xcvoio	霄
xcvou	𪵑
xcvouv	𪵑
xcvov	枵
xcvova	枵
xcvovu	校
xcvu	硝
xcvuio	硝
xd	些
xda	泄
xdaa	缬
xdaav	绁
xdaavi	𫄬 绁
xdaavo	缬
xdai	瀣
xdaia	𠙶
xdaiai	𠙶
xdaiav	洩
xdaivu	瀣
xdao	泻
xdaoav	泻
xdau	勰
xdaua	澥
xdauao	䝱
xdauau	劦 澥
xdaui	孈
xdauia	勰 孈
xdauv	媟
xdauvi	媟
xdav	屑
xdavi	渫
xdavii	泄 渫
xdavio	屑
xdavu	沤
xdavuo	沤
xdavuu	屧
xdavv	屟
xdavvi	屟
xdi	斜
xdia	蝎
xdiaa	䵦
xdiaav	䵦
xdiao	蠍
xdiaoi	蝎 蠍
xdiau	嶰
xdiaua	蠏 嶰
xdiav	峫
xdiava	峫
xdii	偶
xdiia	蕅
xdiiai	儶 蕅
xdiiav	偶
xdiiu	薢
xdiiua	薢
xdiiv	藕
xdiivu	薤 𰰤
xdiivv	藕
xdiu	携
xdiua	娎
xdiuau	拹 搚 娎
xdiui	攜
xdiuia	㩗 攜
xdiuio	擕 㩦 携
xdiuo	僁
xdiuoo	焎
xdiuou	烲 僁
xdiuu	㰡
xdiuua	㰡
xdiuv	挟
xdiuvo	撷 挟
xdiuvv	揳
xdiv	偕
xdiva	厁
xdivai	厁
xdivau	偕
xdivi	𬹼
xdivia	𫧯 禼
xdivii	伳 偞
xdiviu	𬹼
xdivoo	斜
xdivu	㱔
xdivua	㱔
xdivv	偰
xdivvo	㙦
xdivvv	些 偰
xdo	写
xdoa	谢
xdoau	嗋
xdoaua	嗋
xdoaui	冩 谢
xdoav	谐
xdoava	写 谐
xdoavo	𮖱
xdoavu	讴
xdoi	歇
xdoio	躞
xdoiov	躞
xdoiu	吤
xdoiua	歇
xdoiui	吤
xdoiuo	旪
xdoo	懈
xdooa	恊
xdooau	愶 恊
xdoou	慀
xdooua	懈
xdoouo	慀
xdoov	怄
xdoovu	怄
xdou	叶
xdoua	灺
xdouai	灺
xdouau	熁 燲
xdouo	炨
xdouoo	叶 炨
xdouu	炧
xdouua	㰨
xdouuv	炧
xdouv	吽
xdouvu	𬉼 吘
xdouvv	吽
xdov	呕
xdova	燮
xdovao	燮
xdovau	𱒀
xdovi	亵
xdovii	㖿 嚡
xdoviu	亵
xdovo	爕
xdovou	爕
xdovu	廨
xdovua	夑 廨
xdovuo	𫪘 呕
xdovv	衺
xdovva	呍 衺
xdu	协
xdua	胁
xduaa	解
xduaau	解
xduai	蟹
xduaia	蟹
xduao	邂
xduaoa	邂
xduaoi	猲
xduau	獬
xduaua	脇 獬
xduauo	胁
xduav	鲑
xduavo	鲑
xdui	血
xduiai	血
xduoau	协
xduu	徢
xduuva	徢
xduv	卸
xduvai	卸
xdv	欧
xdva	邪
xdvaai	邪
xdvav	榍
xdvavu	榍
xdvi	鞋
xdvii	櫙
xdviiv	櫙
xdviu	鞵
xdviuo	鞵
xdviv	鞢
xdvivi	鞢
xdvivo	鞋
xdvo	颉
xdvoi	垥
xdvoiv	垥
xdvoo	暬
xdvooi	暬
xdvou	塮
xdvoui	塮
xdvouu	梋
xdvov	𫭟
xdvova	奊
xdvovu	颉 𫭟
xdvu	殴
xdvui	榭
xdvuia	榭
xdvuo	区
xdvuoa	区
xdvuu	鸥
xdvuua	欧 殴 鸥
xdvuv	瓯
xdvuva	瓯
xdvv	械
xdvva	絜
xdvvaa	絜
xdvvi	耦
xdvvia	耦
xdvvo	𤫉
xdvvov	𤫉
xdvvv	楔
xdvvvu	契 械
xdvvvv	楔
xe	额
xea	阿
xeai	娿
xeaiau	娿
xeaio	阸
xeaioa	阸
xeaiv	阨
xeaivo	阿
xeaivu	阨
xeao	湂
xeaoov	湂
xeau	娥
xeaua	婀
xeauai	婀
xeauau	妿
xeaui	姶
xeauiv	姶
xeauo	㛕
xeauoa	㛕
xeauuv	娥
xeauv	涐
xeauvi	涐
xeauvo	妸
xeauvu	娾
xeav	屙
xeavai	屙
xei	俄
xeia	蛾
xeiai	囮
xeiaiu	囮
xeiao	崿
xeiaoo	崿
xeiau	峨
xeiaua	岋 峉
xeiauv	睋 峩 蛾 峨
xeiav	屵
xeiavu	屵
xeii	萼
xeiio	蕚
xeiioo	萼 蕚
xeiiu	莪
xeiiuv	莪
xeiiv	苊
xeiivu	苊
xeio	锷
xeioo	偔
xeiooo	锷
xeioov	偔
xeiou	锇
xeiouv	锇
xeiov	𰽞
xeiovu	𰽞
xeiu	扼
xeiuo	搤
xeiuou	搤
xeiuu	擜
xeiuuo	擜
xeiuv	搹
xeiuvi	俄
xeiuvo	搹
xeiuvu	扼
xeiv	歺
xeivi	𱏀
xeivii	𱏀
xeivu	伌
xeivua	歺 伌
xeo	呃
xeoa	讹
xeoaa	戹
xeoaaa	戹
xeoaiu	讹
xeoao	谔
xeoaoo	谔
xeoaou	𰵑
xeoau	𰵤
xeoaua	𰵤
xeoauv	𠹷
xeoi	遏
xeoio	阏
xeoioa	遏
xeoiov	阏
xeoiu	吪
xeoiua	歞 吪
xeoo	愕
xeooa	鄂
xeooai	卾 鄂
xeooav	呝
xeooi	㓵
xeooii	㓵
xeooo	遌
xeoooa	遌
xeoooo	愕
xeooou	㖾
xeoou	鹗
xeooua	鹗
xeoov	颚
xeoovu	𱂨 额 颚
xeoovv	咢
xeou	哦
xeouo	𰈯
xeouoi	𰈯
xeouvi	哦
xeov	𫫇
xeovii	𫫇
xeovua	呃
xeovv	廅
xeovvo	廅
xeu	饿
xeua	鳄
xeuaoo	鳄
xeuau	敋
xeuauv	饿 敋
xeuav	𱂥
xeuavi	𱈚
xeuavu	匎 𱂥
xeuo	腭
xeuoov	腭
xeuv	鹅
xeuvua	鹅
xev	恶
xeva	轭
xevavu	轭
xevi	噩
xevio	悪
xevioa	恶 悪
xevioo	噩
xeviv	垩
xevivo	垩
xevo	堨
xevoo	堮
xevooi	堨
xevooo	堮
xevu	厄
xevuaa	厄
xevuo	𥔲
xevuoo	𥔲
xevv	枙
xevvi	櫮
xevvio	櫮
xevvua	枙
xf	安
xfa	媕
xfao	洝
xfaooa	洝
xfau	婩
xfauia	婩
xfauiv	媕
xfi	按
xfia	岸
xfiaa	𡚴
xfiaau	𡚴
xfiao	黯
xfiaoo	峖
xfiaov	黯
xfiav	㟁
xfiavu	㽢 岸 㟁
xfiavv	屽
xfii	菴
xfiivu	菴
xfio	铵
xfioi	盦
xfioia	儑 盦
xfioo	侒
xfiooa	侒
xfiooo	铵
xfiu	揞
xfiuoo	按
xfiuov	揞
xfiv	俺
xfivuo	俺
xfo	案
xfoa	谙
xfoaov	谙
xfoi	暗
xfoio	𬮴
xfoiov	暗 𬮴
xfoiv	晻
xfoivo	啽
xfoivu	晻
xfoo	鞌
xfooau	安
xfooo	咹
xfoooa	咹
xfoovi	鞌
xfoovv	案
xfov	庵
xfovu	唵
xfovuo	唵
xfovuu	广
xfovvu	庵
xfu	氨
xfua	犴
xfuao	𩽾
xfuaoo	𩽾
xfuaov	鿷
xfuavv	犴
xfuo	胺
xfuooa	胺
xfuov	腤
xfuovo	腤
xfuvoo	氨
xfv	鞍
xfvioo	鞍
xfvo	桉
xfvoi	堓
xfvoia	堓
xfvoo	垵
xfvooa	桉
xfvooo	垵
xfvov	埯
xfvovi	雸
xfvovu	埯
xfvu	鹌
xfvuu	厂
xfvuua	鹌
xfvuv	厈
xfvuvv	厈
xg	行
xga	姓
xgaa	骍
xgaaov	骍
xgai	陉
xgaiao	陉
xgau	婞
xgaua	𫰛
xgauao	𫰛
xgauu	嬹
xgauui	洐 嬹
xgauuv	姓
xgauvo	婞
xgav	涬
xgavoo	涬
xgi	省
xgii	荥
xgiia	𰌀
xgiiaa	荥
xgiiau	𰌀
xgiiu	荇
xgiiuu	荇
xgiiv	莕
xgiivo	莕
xgio	铏
xgiov	钘
xgiovv	铏 钘
xgiu	擤
xgiui	㨘
xgiuia	省
xgiuiu	㨘
xgiuui	擤
xgiv	倖
xgivoo	倖
xgivv	侀
xgivvu	侀
xgo	性
xgoa	裄
xgoauu	裄
xgoi	星
xgoiu	曐
xgoiuv	星 曐
xgoo	兴
xgooo	惺
xgoooi	惺
xgoouo	兴
xgoouv	性
xgoov	悻
xgoovo	悻
xgou	煋
xgouoi	煋
xgu	腥
xgua	猩
xguaa	饧
xguaau	饧
xguaoi	猩
xguau	狌
xguauv	𱇡 狌
xguoiu	腥
xguuvv	行
xguv	箵
xguviu	箵
xgv	形
xgvi	醒
xgvioi	醒
xgvo	幸
xgvoo	杏
xgvoou	幸
xgvoov	垶
xgvu	硎
xgvuo	㚔
xgvuou	㚔
xgvuvv	硎
xgvv	型
xgvva	邢
xgvvai	邢
xgvvi	刑
xgvvii	刑
xgvvo	瑆
xgvvoi	瑆
xgvvuu	形
xgvvv	㐩
xgvvva	㼛
xgvvvo	坓 型
xgvvvv	㐩
xh	学
xha	隘
xhaa	𫘤
xhaaao	𫘤
xhaao	瀥
xhaaov	瀥
xhai	𬮿
xhaii	濭
xhaiia	𬮿
xhaiiv	濭
xhaio	阸
xhaioa	阸
xhaiou	隘
xhaiov	辥
xhao	欸
xhaoo	泬
xhaooa	泬
xhaoua	欸
xhaov	䎀
xhaova	䎀
xhau	嫒
xhaua	娭
xhauao	娭
xhauuo	嫒
xhauv	娾
xhauvu	娾
xhav	彐
xhava	泧
xhavaa	泧
xhavvv	彐
xhi	艾
xhia	岤
xhiai	嵦
xhiaia	嵦
xhiaiv	敱
xhiaoo	岤
xhiau	𮲔
xhiauv	𮲔
xhiav	㞽
xhiava	㞽
xhii	薛
xhiio	蔼
xhiioa	蔼
xhiioo	茓
xhiiu	𫉁
xhiiui	薛
xhiiuo	艾 𫉁
xhio	削
xhioii	削
xhioo	锿
xhioov	锿
xhiu	挨
xhiua	乴
xhiuaa	乴
xhiuao	挨
xhiui	𢰇
xhiuia	𢰇
xhiuo	踅
xhiuoi	踅
xhiuoo	𫣊
xhiuv	捱
xhiuvu	捱
xhiv	伌
xhivo	辪
xhivov	辪
xhivua	伌
xho	哀
xhoa	唉
xhoai	谑
xhoaiv	谑
xhoaou	唉
xhoau	𬤩
xhoaua	𬤩
xhoav	吷
xhoavu	吷
xhoi	哎
xhoia	嘊
xhoiai	嘊
xhoiiu	哎
xhoio	昹
xhoioa	昹
xhoiu	暧
xhoiuo	暧
xhoiv	噱
xhoiva	噱
xhoivv	㝵
xhoo	穴
xhooa	泶
xhooaa	泶
xhooai	学
xhooi	峃
xhooia	峃
xhooiv	𢽾
xhooo	燢
xhooou	燢
xhoou	嗌
xhooua	鸴 𰴣
xhoouo	𭞄 穴
xhoouv	敩 嗌
xhoov	怴
xhoova	怴
xhou	嗳
xhouo	焥
xhouoo	嗳 焥
xhov	癌
xhova	斈
xhovai	斈
xhovi	㗾
xhovia	凒
xhovii	㗾
xhovo	𠽌
xhovoa	𠽌
xhovoo	癌
xhovou	哀
xhovu	啀
xhovuv	啀
xhovv	㢊
xhovvu	㢊
xhu	爱
xhua	鳕
xhuav	狘
xhuava	狘
xhuavo	鳕
xhui	血
xhuiai	血
xhuii	皑
xhuiia	皑
xhuovu	爱
xhuv	矮
xhuvuv	矮
xhv	雪
xhva	㤅
xhvaoa	㤅
xhvi	靴
xhvii	𫖇
xhviiu	靴 𫖇
xhvo	埃
xhvoa	毐
xhvoaa	毐
xhvoao	埃
xhvoav	雪
xhvoi	壒
xhvoii	壒
xhvoo	霭
xhvooa	霭
xhvooo	坹
xhvoou	塧 㷤
xhvov	𩌊
xhvovi	𩌊
xhvovu	𣪨
xhvu	碍
xhvui	砹
xhvuia	桖
xhvuii	砹
xhvuoi	碍
xhvv	瑷
xhvvo	樰
xhvvoa	樰
xhvvu	叆
xhvvuo	瑷 叆
xj	二
xja	洱
xjaa	𱅋
xjaavi	𱅋
xjai	陑
xjaivu	陑
xjau	㛅
xjauvi	㛅
xjav	洏
xjavii	洱
xjavui	洏
xji	铒
xjia	峏
xjiavu	峏
xjii	尒
xjiiu	𦬼
xjiiua	𦬼
xjiiuo	尒
xjio	児
xjioua	児
xjiovi	铒
xjiv	佴
xjivii	佴
xjivu	侕
xjivui	侕
xjo	咡
xjou	唲
xjouiv	唲
xjovii	咡
xju	儿
xjua	尔
xjuaa	儿
xjuaiu	尔
xjuao	迩
xjuaoa	迩
xjuav	饵
xjuavi	饵
xjuavu	鲕
xjuo	𡭗
xjuoiu	𡭗
xjuv	胹
xjuvi	尓
xjuviu	尓
xjuvui	胹
xjv	耳
xjva	𮝵
xjvau	杒
xjvauo	杒
xjvav	𰺚
xjvavu	𮝵 𰺚
xjvi	刵
xjviii	刵
xjviiv	耳
xjviu	毦
xjviuv	毦
xjvu	鸸
xjvuia	而
xjvuu	耏
xjvuua	鸸
xjvuuu	耏
xjvuv	𦓔
xjvuvu	𦓔
xjvv	贰
xjvvi	栮
xjvvii	栮
xjvvu	栭
xjvvui	栭
xjvvv	珥 二
xjvvva	弍 贰
xjvvvi	珥
xjvvvv	𬃘 弐
xk	西
xka	戏
xkaa	细
xkaaia	细
xkaao	漝
xkaaov	漝
xkaau	绤
xkaauo	𫘬 绤
xkaav	𫄥
xkaavi	𫄥
xkai	隙
xkaia	隟
xkaiaa	隟
xkaii	𨻶
xkaiiu	隙 𨻶
xkaio	隰
xkaioi	隰
xkaiu	䧍
xkaiuo	䧍
xkaiv	潝
xkaivo	潝
xkao	习
xkaov	枲
xkaova	戏
xkaovv	习 枲
xkau	洗
xkaua	汐
xkauao	娭 汐
xkaui	潟
xkauiv	嬆 澙 潟
xkauo	溪
xkauoo	渓 溪
xkauov	浠
xkauu	媳
xkauua	㶉
xkauui	漇 媳
xkauuo	㛓
xkauv	嬉
xkauvi	洗
xkauvo	嬉
xkav	犀
xkava	屃
xkavao	屭 屃
xkavau	犀
xkavo	屖
xkavov	屖
xkavu	淅
xkavui	衋
xkavuu	屣 淅
xki	锡
xkia	螅
xkiaa	嶍
xkiaai	酅
xkiaao	㠄 嶍
xkiai	巇
xkiaia	蠵
xkiaio	嶲 巂
xkiaiv	巇
xkiau	蟋
xkiaui	螅
xkiauo	睎 盻 嵠 蟋
xkiav	蜥
xkiava	黖
xkiavo	蟢 䵱
xkiavu	蜥
xkii	茜
xkiii	葸
xkiiia	葸
xkiio	蓆
xkiiov	蓆
xkiiu	蓰
xkiiui	蒠
xkiiuu	蓰
xkiiv	菥
xkiivi	茜
xkiivu	菥
xkio	铣
xkiooi	锡
xkiou	鿭
xkioua	钑 鿭
xkiouv	铣
xkiov	𬭳
xkiovo	𬭳
xkiu	傒
xkiui	虩
xkiuiv	虩
xkiuo	俙
xkiuoo	傒
xkiuou	僁
xkiuov	俙
xkiuu	扱
xkiuua	扱
xkiv	翕
xkivao	翕
xkivi	卥
xkivia	𬟪 卥
xkivo	僖
xkivoo	僖
xkivu	歙
xkivua	㱆 歙
xkivv	戯
xkivva	戱 戯
xkivvo	䖒
xko	席
xkoa	禧
xkoao	裼
xkoaoi	裼
xkoaou	焈
xkoau	䜣
xkoauu	䜣
xkoav	禊
xkoavo	𫍻 禧
xkoavv	禊
xkoi	晰
xkoia	呬
xkoiau	呬
xkoii	𰈆
